title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
Essentials of Classic Italian Cooking,Marcella Hazan,4.16,eng,704,15222,10/27/1992,Knopf Publishing Group,1992
The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini,3.83,eng,352,578,7/3/1996,Touchstone,1996
Peking to Paris,Luigi  Barzini,3.79,eng,308,25,12/1/1973,Open Court Publishing Company,1973
The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy,4.17,eng,256,1469,4/8/1997,Farrar  Straus and Giroux,1997
Paris Was Yesterday  1925-1939,Janet Flanner,3.85,eng,264,257,4/18/1988,Mariner Books,1988
Lost Boy Lost Girl,Peter Straub,3.48,eng,368,4017,9/28/2004,Ballantine Books,2004
Shadowland,Peter Straub,3.91,eng,468,10293,3/4/2003,Berkley,2003
Ghost Story,Peter Straub,3.95,eng,567,61330,9/1/1989,Pocket Books / Simon & Schuster  Inc.,1989
Territoires (Le talisman des territoires  #2),Stephen King,4.01,fre,556,18,10/21/2002,Laffont,2002
Floating Dragon,Peter Straub,3.84,eng,595,10727,8/5/2003,Berkley,2003
The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,en-US,328,1597,2/7/2006,Riverhead Books,2006
Color: A Natural History of the Palette,Victoria Finlay,3.78,en-US,464,61033,12/30/2003,Random House Trade Paperbacks,2003
Vincent's Colors,Vincent van Gogh,4.16,eng,48,329,9/29/2005,Chronicle Books,2005
Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,3.94,eng,288,1755,9/28/2004,Del Rey,2004
The Doctor's House,Ann Beattie,2.96,eng,288,164,2/11/2003,Scribner,2003
Chilly Scenes of Winter,Ann Beattie,3.91,en-GB,288,1045,1/2/1991,Vintage,1991
What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,3.72,eng,144,59,5/24/1999,Time Life Medical,1999
What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,3.77,eng,168,126,5/24/1999,Time Life Medical,1999
What Life Was Like on the Banks of the Nile: Egypt  3050-30 BC,Denise Dersin,4.0,eng,192,199,5/24/1999,Time Life Books,1999
What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford,4.0,eng,168,41,9/1/1999,Time Life Medical,1999
What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),Robin Chapman Stacey,3.64,eng,144,123,5/24/1999,Time Life Medical,1999
What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker,3.68,eng,144,49,5/24/1999,Time Life Medical,1999
What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like),Time-Life Books,3.75,eng,144,47,9/1/1999,Time Life Medical,1999
What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,Time-Life Books,3.66,eng,168,44,9/1/1999,Time Life Medical,1999
Birds of America,Lorrie Moore,4.11,eng,291,12321,9/23/1999,Picador USA,1999
Self-Help,Lorrie Moore,4.2,eng,176,78,1/10/1998,Faber & Faber,1998
Who Will Run the Frog Hospital?,Lorrie Moore,3.79,eng,160,6419,4/13/2004,Vintage,2004
Family Matters,Rohinton Mistry,4.02,eng,500,19200,11/18/2003,Vintage,2003
Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,3.94,eng,250,83,1/1/2002,Faber and Faber & Penguin India,2002
Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,4.18,eng,750,53936,8/1/1994,Berkley Books,1994
Clave Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,spa,720,8,2/1/2006,Planeta Publishing,2006
Debt of Honor (Jack Ryan  #7),Tom Clancy,4.05,eng,990,39521,8/1/1995,Berkley Books,1995
The Archimedes Effect (Tom Clancy's Net Force  #10),Steve Perry,3.98,eng,336,1276,2/7/2006,Berkley,2006
Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry,3.76,eng,366,4138,10/28/1999,Berkley,1999
Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),Tom Clancy,3.83,eng,336,646,11/1/1996,Berkley,1996
The Teeth of the Tiger (Jack Ryan Universe  #12),Tom Clancy,3.64,eng,625,18128,8/26/2004,Penguin Books Ltd.,2004
Executive Orders (Jack Ryan  #8),Tom Clancy,4.06,eng,1273,39577,1/1/1998,HarperCollins,1998
State of War (Tom Clancy's Net Force  #7),Steve Perry,3.86,eng,384,1329,3/4/2003,Berkley,2003
Every Man a Tiger: The Gulf War Air Campaign (Commanders),Tom Clancy,3.75,eng,640,14,12/6/2005,Berkley Books,2005
Wild Card (Tom Clancy's Power Plays  #8),Jerome Preisler,3.96,eng,352,835,11/2/2004,Berkley,2004
Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),Tom Clancy,3.82,eng,368,583,2/1/1999,Berkley,1999
Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers,4.0,eng,208,58,3/4/2003,Berkley,2003
Cybernation (Tom Clancy's Net Force  #6),Steve Perry,3.76,eng,368,1789,11/1/2001,Berkley,2001
Virtual Vandals (Tom Clancy's Net Force Explorers  #1),Diane Duane,4.01,eng,192,3414,2/1/1999,Berkley,1999
Cutting Edge (Tom Clancy's Power Plays  #6),Jerome Preisler,3.86,eng,432,1218,11/5/2002,Berkley,2002
Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin,3.91,eng,432,1557,6/4/2002,Berkley Books,2002
The Bear and the Dragon (John Clark  #3),Tom Clancy,3.82,eng,1137,21401,8/1/2001,Berkley Books,2001
Breaking Point (Tom Clancy's Net Force  #4),Steve Perry,3.7,eng,368,8119,10/1/2000,Berkley,2000
Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.77,eng,326,448,11/1/1997,Berkley,1997
Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,eng,640,23018,8/26/2002,G.P. Putnam's Sons,2002
John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,4.22,eng,192,22,9/1/1993,Motorbooks International,1993
Corvette: Fifty Years,Randy Leffingwell,4.06,eng,384,15,10/23/2004,Motorbooks,2004
Tough to Tackle,Matt Christopher,3.87,eng,139,389,9/30/1987,Little  Brown Books for Young Readers,1987
Complete Guide to OneNote,W. Frederick Zimmerman,4.25,eng,412,4,11/17/2003,Apress,2003
The Goon Show  Volume 4: My Knees Have Fallen Off!,NOT A BOOK,5.0,eng,2,3,4/1/1996,BBC Physical Audio,1996
The Goon Show: Moriarty Where Are You?,NOT A BOOK,4.43,eng,2,0,3/30/2005,BBC Physical Audio,2005
The Goon Show  Volume 11: He's Fallen in the Water!,NOT A BOOK,5.0,eng,2,2,10/2/1995,BBC Physical Audio,1995
Power: Die 48 Gesetze Der Macht,Robert Greene,4.18,ger,536,39,10/1/2001,Deutscher Taschenbuch Verlag,2001
The Echo Maker,Richard Powers,3.38,eng,451,7087,10/17/2006,Farrar Straus Giroux,2006
Power vs. Force,David R. Hawkins,4.2,en-US,341,7167,3/5/2002,Hay House,2002
The Power of Art,Simon Schama,3.88,en-US,448,15804,11/10/2006,Ecco,2006
Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,4.18,eng,401,4936,4/12/2002,Back Bay Books,2002
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,3.85,eng,322,9807,6/1/1993,Back Bay Books,1993
The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,4.48,eng,756,240,10/28/1988,Little  Brown & Company,1988
The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.43,eng,1397,1429,7/1/1984,Little  Brown & Company (Boston/Toronto),1984
The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,4.42,en-US,992,335,5/30/1983,Little  Brown & Company,1983
The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.42,eng,992,9659,4/1/1984,Delta,1984
Moon-Flash (Kyreol  #1-2),Patricia A. McKillip,3.74,eng,304,348,3/17/2005,Firebird,2005
Harrowing the Dragon,Patricia A. McKillip,3.94,eng,308,1602,11/7/2006,Ace Books,2006
Cygnet (Cygnet  #1-2),Patricia A. McKillip,4.07,en-US,406,543,3/6/2007,Ace Books,2007
Solstice Wood (Winter Rose  #2),Patricia A. McKillip,3.76,eng,278,1715,1/2/2007,Ace Books,2007
Od Magic,Patricia A. McKillip,3.98,eng,315,3140,6/6/2006,Ace Books,2006
25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,John C. Maxwell,4.11,eng,208,1710,6/5/2005,HarperCollins Leadership,2005
Winning with People Workbook,John C. Maxwell,4.22,eng,256,8,9/10/2005,HarperCollins Leadership,2005
Thornhold (The Harpers  #16; Songs & Swords  #4),Elaine Cunningham,3.67,eng,384,1023,12/27/2011,Wizards of the Coast,2011
The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,3.98,en-GB,345,164,5/8/2007,Wizards of the Coast,2007
Changeling Storytellers Guide,Mark  Hunter,3.36,eng,139,28,8/1/1998,White Wolf Games Studio,1998
The Blood Wood (Earthdawn 6113),FASA Corporation,3.71,eng,152,31,6/1/1997,FASA Corporation,1997
Basin and Range,John McPhee,4.19,eng,240,2781,4/1/1982,Farrar  Straus and Giroux,1982
The Deltoid Pumpkin Seed,John McPhee,3.95,eng,192,380,9/1/1992,Farrar  Straus and Giroux,1992
Assembling California,John McPhee,4.17,eng,294,1595,2/1/1994,Farrar  Straus and Giroux,1994
Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff,3.77,spa,624,27,1/31/2006,Workman Publishing Company,2006
Master of Swords (Mageverse #4),Angela Knight,4.2,eng,294,2801,10/3/2006,Berkley Sensation,2006
Master of the Night (Mageverse #1),Angela Knight,3.88,eng,296,4637,10/5/2004,Berkley Sensation,2004
Master of Wolves (Mageverse  #3),Angela Knight,4.17,eng,294,3798,4/4/2006,Berkley,2006
Captive Dreams,Angela Knight,3.91,en-US,336,1354,9/5/2006,Berkley Trade,2006
Master of Dragons (Mageverse #5),Angela Knight,4.22,eng,293,3190,6/5/2007,Berkley Sensation,2007
Master of the Moon (Mageverse #2),Angela Knight,4.14,eng,336,2882,5/3/2005,Berkley Sensation,2005
Jane's Warlord (Warlord #1),Angela Knight,3.97,eng,320,2552,6/1/2004,Berkley Sensation,2004
Over The Moon (Mageverse #3.5),Angela Knight,3.9,eng,330,3681,1/2/2007,Berkley Sensation,2007
Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,3.37,eng,185,191,5/9/2006,Silhouette,2006
Artesia Volume 1,Mark Smylie,3.98,eng,192,242,9/20/2011,Archaia,2011
Law of Enclosures,Dale Peck,3.65,eng,320,72,2/1/1997,Washington Square Press,1997
The Drift House: The First Voyage,Dale Peck,3.65,eng,437,618,11/1/2006,Bloomsbury Publishing PLC,2006
Through a Brazen Mirror,Delia Sherman,3.37,eng,100,116,2/25/2015,Circlet Press,2015
The Porcelain Dove,Delia Sherman,3.41,eng,416,206,7/1/1994,Plume,1994
Interfictions: An Anthology of Interstitial Writing,Delia Sherman,3.77,eng,291,229,4/1/2007,Small Beer Press,2007
The Fall of the Kings (Riverside  #3),Ellen Kushner,3.65,eng,510,1869,9/30/2003,Bantam,2003
Killing Time,Cynthia Harrod-Eagles,3.98,en-US,280,12,2/1/1999,Avon Books,1999
The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.32,eng,474,305,9/1/1987,Little  Brown Book Group,1987
The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.25,eng,428,318,2/1/1986,Little  Brown Book Group,1986
The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,eng,480,195,11/1/2006,Little  Brown Book Group,2006
The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,4.27,eng,413,330,2/1/1985,Little  Brown Book Group,1985
The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.18,eng,403,460,5/1/2001,Little  Brown Book Group,2001
The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,eng,512,261,8/1/1988,Little  Brown Book Group,1988
The Nature of the Child,Jerome Kagan,3.42,eng,352,12,5/13/1994,Basic Books,1994
Confessions of a Pagan Nun,Kate Horsley,3.87,eng,191,1768,9/10/2002,Shambhala,2002
Westminster Abby,Micol Ostow,3.41,eng,192,1169,5/5/2005,Speak,2005
Changelings,Anne McCaffrey,3.77,en-US,320,1818,12/26/2006,Del Rey,2006
Dragon's Fire (Pern  #19),Anne McCaffrey,3.98,eng,366,7923,8/1/2006,Del Rey Books,2006
Maelstrom,Anne McCaffrey,3.88,eng,237,1088,1/31/2007,Del Rey Books,2007
The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.73,eng,131,2319,10/1/1999,Scholastic Inc.,1999
The Sea,John Banville,3.51,eng,0,42,8/15/2006,Random House Audio,2006
Joy Within,Joan Goldstein,4.38,en-US,144,8,11/15/1990,Simon  Schuster,1990
Butch/Femme,Manuela Soares,3.62,eng,64,13,4/4/1996,Crown Publishing Group (NY),1996
Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy,4.33,eng,88,3,4/1/1998,Teaching Resources,1998
Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy,3.2,eng,64,5,8/1/1998,Scholastic,1998
McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell,2.0,eng,972,3,4/12/2005,McDougal Littel,2005
Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55,eng,340,11,10/18/2005,University Press of Mississippi,2005
The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason,3.78,eng,131,9,12/28/1985,Deseret Book Company,1985
A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.26,eng,303,175,9/1/2003,Bethany House Publishers,2003
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,eng,234,4480,10/6/2004,Writer's Digest Books,2004
Deadlock,James Scott Bell,3.96,eng,319,327,10/6/2002,Zondervan,2002
Breach of Promise,James Scott Bell,4.0,eng,345,368,2/15/2004,Zondervan,2004
Keats's Poetry and Prose,John Keats,4.3,eng,673,291,8/1/2008,W. W. Norton & Company,2008
A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,eng,384,2519,1/9/2007,William Morrow,2007
Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,eng,323,5029,5/15/1999,St. Martin's Paperbacks,1999
A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15,eng,416,2997,8/30/2005,Bantam,2005
The Murder Stone,Charles Todd,3.83,eng,416,1492,8/31/2004,Bantam,2004
Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,eng,356,4081,6/1/2001,Bantam Books,2001
A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,eng,384,2815,7/29/2003,Bantam,2003
Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,eng,421,3194,7/30/2002,Bantam,2002
Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4.01,eng,310,3896,5/15/2000,St. Martin's Press,2000
Bill Bryson's African Diary,Bill Bryson,3.44,eng,63,264,12/2/2002,Doubleday,2002
Hunters of Dune (Dune Chronicles  #7),Brian Herbert,3.65,eng,524,10798,8/22/2006,Tor Books,2006
The Battle Of Corrin (Legends of Dune  #3),Brian Herbert,3.74,eng,624,59,9/1/2004,Hodder & Stoughton Ltd,2004
House Corrino (Prelude to Dune #3),Brian Herbert,3.68,eng,667,12257,8/27/2002,Spectra Books,2002
House Harkonnen (Prelude to Dune #2),Brian Herbert,3.67,eng,733,13161,8/28/2001,Spectra Books,2001
Doctor Who: The Inside Story,Gary Russell,4.22,eng,256,273,10/26/2006,BBC Books,2006
Doctor Who Short Trips: Repercussions,Gary Russell,3.38,eng,246,42,7/1/2004,Big Finish,2004
Gerontius,James Hamilton-Paterson,3.74,eng,272,4,4/17/2002,Not Avail,2002
Hellstrom's Hive,Frank Herbert,3.69,eng,312,41,3/23/1982,Bantam Books (NY),1982
The Dark City (Eliot Ness  #1),Max Allan Collins,3.88,eng,233,49,8/1/2005,Severn House Publishers,2005
Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,eng,197,31,12/20/2005,Severn House Publishers,2005
The Penguin Companion to European Literature,Anthony Thorlby,4.5,eng,907,1,5/30/1969,Penguin Books,1969
West To Eden,Gloria Goldreich,3.77,eng,501,2,12/1/1988,Avon Books,1988
The Various,Steve Augarde,3.71,eng,448,825,11/8/2005,Yearling,2005
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,eng,498,908,11/10/1998,Anchor,1998
The Burnt Orange Heresy,Charles Willeford,3.9,eng,144,564,12/20/1999,Carroll & Graf,1999
Ewan McGregor: From Junkie to Jedi,Brian J. Robb,2.8,eng,144,10,5/5/1999,Plexus Publishing,1999
Shadow Twin,Gardner Dozois,3.57,eng,114,65,6/1/2005,Subterranean Press,2005
Der Prophet,Kahlil Gibran,4.23,ger,95,9,9/1/2001,Benziger,2001
Le prophète,Kahlil Gibran,4.23,fre,172,1,10/8/2002,Dervy,2002
The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson,4.13,eng,818,439,10/8/2002,Modern Library,2002
The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson,4.21,eng,720,52,8/22/1998,Da Capo Press,1998
A Child's Garden of Verses,Robert Louis Stevenson,4.3,eng,67,22227,2/1/1999,Simon & Schuster Books for Young Readers,1999
Have Space Suit—Will Travel,Robert A. Heinlein,3.9,eng,276,23541,2/8/2005,Pocket Books,2005
Practicalities,Marguerite Duras,3.98,eng,143,226,10/22/1993,Grove Press,1993
Le ravissement de Lol V. Stein,Marguerite Duras,3.66,fre,192,485,6/25/1976,Gallimard,1976
India Song,Marguerite Duras,3.57,eng,146,289,1/13/1994,Grove Press,1994
Clown,Quentin Blake,3.98,en-US,32,384,9/15/1998,Henry Holt and Co. (BYR),1998
The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken,4.33,eng,62,35,8/1/2000,Barn Owl Books,2000
A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban,4.18,eng,32,76,10/1/2006,David R. Godine,2006
Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,eng,2,17,5/7/2002,BBC Physical Audio,2002
Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea,4.0,eng,256,56,10/1/2002,DK Publishing (Dorling Kindersley),2002
The Camera (Ansel Adams Photography  #1),Ansel Adams,4.16,eng,195,5961,6/1/1995,Little  Brown and Company,1995
The Negative (Ansel Adams Photography  #2),Ansel Adams,4.4,en-US,265,1384,6/1/1995,Little  Brown and Company,1995
The Print (Ansel Adams Photography  #3),Ansel Adams,4.37,en-US,203,997,6/1/1995,Little  Brown and Company,1995
The Changing Status of the Artist,Emma Barker,3.93,eng,260,8,3/1/1999,Yale University Press,1999
Vicars of Christ: A History of the Popes,Charles A. Coulombe,3.94,en-US,492,31,7/1/2003,Citadel,2003
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,3.11,en-US,368,27,1/3/2006,Harper Business,2006
What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,3.45,eng,176,464,7/28/2004,Harper Business,2004
William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,4.25,eng,622,353,11/9/2006,Houghton Mifflin Harcourt,2006
Cliffs Notes on Wright's Black Boy,Carl Senna,3.75,eng,56,3,5/5/1971,Cliffs Notes,1971
The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln,4.15,eng,96,461,8/8/2005,Dover Publications,2005
Speeches and Writings 1832–1858,Abraham Lincoln,4.36,eng,898,1180,10/1/1989,Library of America,1989
Selected Speeches and Writings,Abraham Lincoln,4.22,eng,515,172,2/18/1992,Vintage Books USA,1992
George Eliot: The Last Victorian,Kathryn  Hughes,4.05,eng,416,176,7/2/2001,Cooper Square Press,2001
The Mill on the Floss,George Eliot,3.79,eng,579,41816,2/27/2003,Penguin Classics,2003
Scenes of Clerical Life,George Eliot,3.78,eng,310,2369,1/24/2002,Oxford University Press,2002
Terry Jones' Medieval Lives,Terry Jones,4.02,eng,240,1950,5/5/2005,BBC Books,2005
Terry Jones' Fairy Tales,Terry Jones,4.25,eng,160,182,6/1/1993,Puffin,1993
Some Ether,Nick Flynn,4.16,eng,85,1683,5/1/2000,Graywolf Press,2000
Tin House: Evil (Volume 8 no. 3),Chris Adrian,3.9,eng,224,29,4/6/2007,Tin House Magazine,2007
A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn,4.12,eng,256,57,1/1/2000,Stenhouse Publishers,2000
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,4.11,eng,288,1106,4/24/1998,Scribner,1998
Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,4.17,en-CA,209,1024,10/10/2006,Scribner,2006
Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James,4.26,eng,1504,27,12/1/1984,Library of America,1984
Advanced Statistics Demystified,Larry J. Stephens,4.0,eng,324,9,6/7/2004,McGraw-Hill Education,2004
Lilly's Big Day,Kevin Henkes,4.2,en-US,40,3177,3/28/2006,Greenwillow Books,2006
Chester's Way,Kevin Henkes,4.22,eng,32,5218,9/22/1997,Greenwillow Books,1997
Julius  the Baby of the World,Kevin Henkes,4.28,eng,32,6697,9/21/1995,Greenwillow Books,1995
Forms of Talk,Erving Goffman,3.81,eng,344,82,3/1/1981,University of Pennsylvania Press,1981
Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,eng,288,308,1/12/1982,Pantheon,1982
Study Bible: NIV,Anonymous,4.7,eng,2198,4166,10/1/2002,Zondervan Publishing House,2002
My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh,3.73,eng,256,407,10/1/2003,Zebra,2003
Aesop's Fables,Aesop,4.05,eng,80,108,11/1/1963,Scholastic Paperbacks,1963
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne,4.06,eng,48,43,2/26/2001,HMH Books for Young Readers,2001
Conversations with Don DeLillo,Don DeLillo,4.06,en-US,183,111,1/13/2005,University Press of Mississippi,2005
Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,eng,432,161,11/14/2002,Mariner Books,2002
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,eng,320,6876,11/14/2006,Simon  Schuster,2006
Venice: Lion City: The Religion of Empire,Garry Wills,3.76,eng,416,124,9/3/2002,Washington Square Press,2002
Four Weddings and a Funeral,Richard Curtis,3.75,eng,128,47,4/15/1996,St. Martin's Griffin,1996
Halloween,Richard Curtis,4.13,eng,166,13,9/1/1982,Bantam,1982
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,3.5,eng,320,36,2/17/2000,Simon & Schuster,2000
Catch That Pass!,Matt Christopher,3.91,eng,130,290,9/1/1989,Little  Brown Books for Young Readers,1989
Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin,3.8,eng,372,2560,6/12/2000,Berkley,2000
Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane,4.17,eng,192,136,7/1/2003,Berkley,2003
Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin,3.86,eng,384,3488,6/5/2001,Berkley,2001
Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin,3.89,eng,400,1267,6/24/2003,Berkley Books,2003
One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane,3.95,eng,182,452,4/1/1999,Berkley Publishing Group,1999
Aliens: Nightmare Asylum,Steve Perry,3.67,en-US,277,1118,4/1/1993,Spectra Books,1993
The Omega Cage (Matador  #4),Steve Perry,3.78,eng,256,522,4/1/1988,Ace,1988
The 97th Step (Matador  #5),Steve Perry,4.22,eng,304,744,12/1/1989,Ace,1989
A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,eng,500,220,6/5/2006,Headline,2006
Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.06,eng,352,7,6/1/2006,Headline Book Publishing,2006
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan,4.75,eng,256,4,5/15/2007,Voyageur Press,2007
Phantoms,Rosalind M. Greenberg,3.38,eng,270,13,4/4/1989,DAW,1989
Fantasy Gone Wrong,Martin H. Greenberg,3.45,eng,309,229,9/5/2006,DAW,2006
The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg,3.58,en-US,320,51,1/9/2006,Running Press,2006
Christmas Bestiary,Martin H. Greenberg,3.62,eng,315,21,11/3/1992,DAW,1992
Black Cats and Broken Mirrors,John Helfers,3.38,eng,320,63,6/1/1998,DAW,1998
Time Twisters,Jean Rabe,3.36,eng,306,35,1/2/2007,DAW,2007
The Western Canon: The Books and School of the Ages,Harold Bloom,3.86,eng,546,2141,9/1/1995,Riverhead Books,1995
Shakespeare: The Invention of the Human,Harold Bloom,4.02,eng,745,3001,9/1/1999,The Berkley Publishing Group,1999
The American Religion,Harold Bloom,3.76,en-GB,305,288,10/1/2006,Chu Hartley Publishers LLC,2006
American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15,eng,811,10014,9/30/1978,Little  Brown & Company (Boston/Toronto),1978
Winchester Shotguns,Dennis Adler,5.0,eng,372,2,5/15/2008,Chartwell Books,2008
Colossians and Philemon: A Critical and Exegetical Commentary (International Critical Commentary),R. McL. Wilson,5.0,eng,512,1,12/7/2005,T&T Clark Int'l,2005
Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,Arthur Yorinks,2.75,eng,24,4,4/5/2004,Volo,2004
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,4.02,eng,1,338,6/1/1995,Hay House,1995
There's a Spiritual Solution to Every Problem,Wayne W. Dyer,4.27,eng,288,5738,8/21/2001,Harper,2001
Michael Smith Elements of Style,Michael S.  Smith,4.17,eng,212,18,11/22/2005,Rizzoli International Publications,2005
Spares,Michael Marshall Smith,4.13,eng,317,2566,11/2/1998,HarperCollins,1998
One of Us,Michael Marshall Smith,4.04,eng,368,1302,7/6/1999,Bantam,1999
The Secret City (Pyrates  #1),Chris Archer,4.11,eng,184,231,2/1/2003,Scholastic Paperbacks,2003
The Theory and Practice of Group Psychotherapy,Irvin D. Yalom,4.17,en-US,688,7888,7/6/2005,Basic Books,2005
When Nietzsche Wept,Irvin D. Yalom,4.32,eng,310,25063,1/4/2005,Harper Perennial,2005
Existential Psychotherapy,Irvin D. Yalom,4.39,en-US,544,3689,12/8/1980,Basic Books,1980
Crown of Stars (Crown of Stars  #7),Kate Elliott,3.91,eng,609,2169,1/2/2007,DAW,2007
Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,eng,471,22971,6/10/2002,Firebird,2002
A Rose for the Crown,Anne Easter Smith,4.02,eng,650,4685,3/14/2006,Simon & Schuster,2006
The Bloody Crown of Conan (Conan the Cimmerian  #2),Robert E. Howard,4.3,eng,366,3875,11/23/2004,Del Rey Ballantine Random House,2004
